customer_id,recency_days,frequency,monetary_total,cluster
32e54a7a231646dda68b057e,889,1,34051711,2
32e7a0572561472d9acc4371,1045,1,25009679,2
32e89c888b35435aa91dca27,0,1,18714266,4
32ea8adfb5dd43268dde738d,944,1,21292843,1
32ea926442814a2592e2bd4f,1363,1,11410152,1
32ec72d5bca045daaf38d181,82,1,29617893,4
32ed6136dc27490faaadf23f,52,5,207932926,0
32edf2338a534943a042005b,532,1,23134966,2
32ee9cf545a14766b6309df6,309,3,114041367,0
32eff0a5921a46ff98a0f7c7,837,1,20677368,1
32f01c8590954a28a1ed292f,1280,1,17422498,1
32f0a18f70c845d28b2fa94d,1393,1,86812828,2
32f267563a4c44d39807eef6,221,1,60851218,2
32f36d886c2e47849609bdfa,349,1,54762407,2
32f40198df3d41e59c80684b,542,1,126722504,2
32f436c9530449edbc8bb5ec,43,1,3834257,1
32f5fca2ae044505b02ffca3,408,1,33131394,2
32f8d54cd9c64b599ecabc0e,353,1,22075633,1
32f8f788b5564a89b2f415c8,537,1,36725998,2
32f98bab802c4e28b4bc9ba8,1499,1,12591761,1
32fa491c1ae54af2b814c9c5,1358,1,25348246,2
32fa867259b74b04a76ea3a1,60,4,165463309,0
32fb467e64664becb6312fec,43,3,98843320,0
32fd5f3100e54f3da12df9cf,491,1,32813999,2
32fe1ea22ce04d358ca5309e,792,1,58022779,2
32fe54a0a6164540bea40f6b,554,1,63650070,2
32fe756c1bd343688e95320d,368,1,6077849,1
32ffe67f03924a21beb35402,788,1,5667615,1
3301c43c210a42278e465bad,681,1,53979943,2
33024d05180948efa4dcee79,1259,1,212887744,2
330615d26a444e84b4b72352,308,1,15575573,1
3306830e3a3f40fd827ce9ae,1025,1,178250126,2
330710c77b9645b681c881b9,601,1,58847526,2
3308902b482f4cfca398f976,22,2,197490128,3
3308ccb7589f4ef396644e03,109,1,25090751,4
3308dd3e828340e891ce8062,882,1,32362935,2
3309ac7ac9724d5486012ef1,2,1,7875574,4
330aa30efb364a638eb00fd1,490,1,3707234,1
330aea304034407a8ce67fd6,797,1,27237768,2
330baf7e0c04467cb618a30a,135,2,304649365,3
330beb8e61744280bc237b79,1150,1,46887854,2
330df053801c4ee0ba03b28c,42,1,18205188,4
330f9cb851944da1b9fef9a4,129,1,52986697,4
3310d486fe9f424b9929743b,139,1,64265536,4
3312552abc514cf1a8dc3367,480,1,16341267,1
3313f739968b4bb0bae9854c,248,1,35802857,2
331424d4bc6e45c88debd0e0,1426,1,36606626,2
33149494f4f345e8849fb3e2,621,1,42869448,2
331527d0641944e88c03824d,333,1,4175351,1
3315b6e66aa94f278a9a350b,91,1,32297877,4
331601e8a0e8465ba4ff8483,1527,1,40263902,2
33170b0f0372439bbedea6aa,439,1,21249785,1
3317e6221bbb4efea7fd2696,564,1,15262483,1
331857f91fb64900ad9a1387,1267,1,21184791,1
33194dc0ef984b7cb14f93ef,173,1,14113009,1
3319ab64289b41c4bd91bd3f,974,1,84970797,2
331a936f27734d58b1adc0a2,860,1,31317640,2
331b51e78e7c4b44b5020678,382,1,42142014,2
331ccc9d04ca4f2a8452c810,105,4,134565762,0
331e206f1a4845428fe9e9ca,77,1,17137923,4
331f4aa2c7fd4cf28d2b88e3,220,1,25128258,2
331fcaa772f543ff825b294b,414,1,54891369,2
33218ebd180e4cdea3b17dc4,1193,1,35355728,2
3321ad6026c5428daf782d69,1466,1,3750657,1
3323f1d0e5d645228285c96f,639,1,28463354,2
332454fb37304b0e972152db,368,1,19548967,1
3327da27af1a4e1e83f1d05e,135,1,152534238,2
3328193005464206ab48638b,118,1,6371485,1
33295c6a0b6144f987faaa3c,364,1,34420578,2
332cdcd04e7247a2bd4d7ebe,332,2,69407772,3
332e6f53389143e99884a22b,1351,1,30710957,2
332eb62891ee42a9bc05cd24,749,1,64574970,2
332f7cfb1e7740998b8e65b7,14,1,51353090,4
332f804f4d194fe3817344e2,1640,1,10753015,1
332fe8e491ec46bab1c8e9c4,389,1,97104282,2
333241bbb79e4e19a692cddf,776,1,6658623,1
3333a3db8ca5484ca57f775f,670,1,55061946,2
3333bb1439b04407b0dc51f0,347,1,32501436,2
3336ecf3f1154154b59edf71,29,1,7511972,4
3337bff1237845409b1e65f7,143,1,12585929,1
333a26926b424c31b0d029f3,497,1,9188724,1
333a3112d1ec42f980a32be1,1040,1,18449814,1
333bb919f6244c988006310d,619,1,20684995,1
333beb75601e43dc84a4b36e,1468,1,15765573,1
333ca5ec620e4038a1c6d978,157,1,38131343,4
333d2f54de284f8ba716557b,15,2,75678604,3
333ddc3de865400fae172f23,1010,1,28986222,2
333f9c9dafd74061a027ae69,364,1,6493847,1
33401a0dd8f34b3c88a4412b,682,1,24719861,2
3346279411be42b68b5f103d,343,1,28768656,2
334a07c5538549e9b6d99ebb,1328,1,55169034,2
334ddd576b344af796293cd0,775,1,58965343,2
3355632e8a9d4f089d09930f,9,1,27127455,4
33556e3119a446f6871c551b,192,1,68536443,2
335579a050b947b7a7ae689c,143,1,48303364,4
3356f29ccdae400bba5199ba,376,1,18879856,1
33572128713944a3913dc3ef,725,1,19578665,1
33582006099c434c8459a152,187,2,66949591,3
3359cc3da8894bfe914fd42d,273,1,21017223,1
335ac89efeb7427c91717ada,273,1,16755338,1
335b21cb432a49a48662fc61,113,3,340778413,0
335b40ed96e8417f98b17d08,406,1,39434921,2
335d234ec36a45f387d66dce,1110,1,16404888,1
335e8b807a8140f38fe6489c,431,1,12890923,1
335eb0432f744847891d8d27,522,1,9001390,1
335fc6836ed44287a97eaae3,108,1,25391493,4
335fca834a6b434f8565c897,1212,1,16779751,1
336179d07a20484094d3c4d2,93,1,11453645,4
3362c4519f5f4dc9919bc16f,143,1,22564108,4
336405a8ef204292bf858909,70,2,58551155,3
33649a9ff9ff47b29509ec46,17,1,3603756,4
3368d659bf9341d3b93e5cd2,1311,1,44107779,2
3368de9e2186457fbd510699,855,1,31178963,2
336d32776ddd4b1fa64c3f2a,555,2,194075758,3
336d6d4366e44d20b60e2177,495,1,33382727,2
336dcbb2eb9140f6b1d38334,323,1,47888217,2
336e69df09b143268669f3d0,1309,1,38951253,2
337145ab6f6748168c60d17c,0,5,186896194,0
3371c649cdfe4e27bc73b7cb,163,1,47782194,4
3373dd76cd6547b1a38a08f6,388,1,134954908,2
3374f8973a1648cfbb8ea99c,918,1,18022541,1
3375668221034472bfd4105f,299,3,272837152,0
33799d8c90c1459ab7a88037,0,2,62930807,4
33808c80e8834998a875412e,1125,1,36412148,2
3380fcac4b10446bac4f14e0,21,2,96208584,3
3381c5f8ef9b41d1aef3a76e,1173,1,123270233,2
3384a811709d4dd197f3d67e,508,1,36348540,2
338523f31b8d4b58ac40ce6c,1502,1,17488806,1
33877b476482433c830b7adb,7,1,54037460,4
3388087fb77b4f81b8f25da9,113,1,32403973,4
338863415e734e30885778d5,195,1,20052517,1
338ae151e2d549569460a2a1,141,1,45035746,4
338c8cdc9c8740dfb3ef27b7,728,1,34950883,2
3392dbce68d5438dbc1cb5a8,461,1,27550490,2
3395268267b84339a694c39c,1080,1,213863322,2
3398e6a3748048dcb6c972c6,1117,1,60813667,2
3399465212494464bf64a078,1167,1,20216775,1
3399bbc852c24010b3134b11,29,1,37663871,4
339a985742d04cde9d319855,824,1,3650305,1
339ae7d472be474d8c9f347b,27,1,10519100,4
339be6ea24af4fee86a3e263,506,1,4912951,1
339c9e1adcfd41aea8a59d71,1091,1,52804659,2
339ca8bc9c274cf392e8435b,961,1,14500202,1
339d5ea0ec634f829f1a249a,1286,1,56568670,2
33a08800cc984ce2ab4adbf6,126,1,62674804,4
33a25397ccc24b8d82db48a0,821,1,9310530,1
33a2f296381843ec993fd3ff,86,1,39400042,4
33a3681541ca4e61b7852777,40,1,14935202,4
33a5d69bbcf1442e9c293ce0,349,1,31058690,2
33a74fdcf99b475f8bdd42a0,1169,1,51964296,2
33a7f3d6b97e43259c574713,512,1,37056017,2
33a8f495d97641b78325635d,1647,1,26871268,2
33a9f1092ac64ab892eaf2aa,1046,1,17809632,1
33a9fec15fc342498fc5ae3b,358,1,57250407,2
33aac9bddf4f4e18843c2869,109,2,45555382,3
33ac26ca2a5b4384b7111716,1617,1,39015777,2
33ad1e7710c044c59aec6f0f,88,1,51800562,4
33ad2e9367884666859d2862,65,4,269465766,0
33ad9f05beeb48259566fd9c,503,1,58783454,2
33ae91819a8d4e1a9de0a912,472,1,50581234,2
33af1dc7b87b4f0694ce320d,264,1,50191079,2
33af2c358aa44694ad7f8a29,871,1,79080348,2
33b05406cfc542c5beb89879,141,4,126225859,0
33b0a656913440cab28bc909,117,3,195599338,0
33b2a623188b4068867cd781,375,1,11808044,1
33b2b66d974e431286203adb,901,1,62364259,2
33b3dc76aa324e25a02bb161,1136,1,62130074,2
33b42a373a4b42758b441782,367,1,48877490,2
33b4f967028e4ab48173cd8e,172,1,192457000,2
33b54fe1916b4383a0dd1030,496,1,48632166,2
33b73e96cf12429a9950aa73,136,1,279497678,2
33b9aa3e13274143b0d5099d,33,1,12166871,4
33bd356f2d084106ba98aaec,428,1,19089878,1
33be3d7e344e40e09753bcbd,1530,1,37738887,2
33bed0a025ef491fa86f8bfc,75,1,23302200,4
33bed2ce572e45b3a89e88a5,569,1,14104003,1
33c12de33a6b4f1f9bb54027,1143,1,36495018,2
33c1aebd236c4abcba9d3c6b,182,4,46790472,0
33c3299c2f26478f9aed8779,70,1,42480232,4
33c42e5887e84244bd64e43d,704,1,47748245,2
33c552a3161a423d8142d178,1357,1,58215271,2
33c62869e4f14862805f92a3,1609,1,48976593,2
33c68a152702497aaa3c851f,270,1,5820359,1
33c6d0f0baaf4059a10d73ce,626,1,51026244,2
33c963237a0f44bebb4a2bba,206,1,3629832,1
33caa13d0f0a4ff9b241eaa7,253,1,39974852,2
33cc702ce2844d2a828e3a18,1116,1,62898083,2
33ce8e08fa9c41658741ff36,1286,1,5252487,1
33cf32087c604b9da1abc216,77,1,50253974,4
33d48368ebe84448b6e67a01,754,1,40514441,2
33d506f687fb483c854771b3,406,1,25106055,2
33d6887495b64b9785326fe1,697,1,57490506,2
33dacc0ae51a42d7ba652067,916,1,13776072,1
33daf7aad36542f281a88e38,114,1,43367740,4
33dc0bd5db234c949f1e21e8,111,1,4888391,1
33dca31928e84f1e9113e0a5,74,1,38054392,4
33dd5a4695044ef6a9d649da,763,1,14266973,1
33df046319dc49e8bdeae9d6,165,1,36851242,4
33dfb554ec2f423395cba1a9,780,1,27639036,2
33e1947bfb284d1280c3f8a4,1597,1,60809914,2
33e314a1c96044c7a6968a7f,570,1,10615633,1
33e6763788b940a7b2c12a2a,498,1,53892147,2
33e6a9abba724054a1139a2f,387,1,29983079,2
33e7d9ac990540dab82b3729,880,1,14226106,1
33e85bd4edc946f4b15a76a6,582,1,16083400,1
33e8abe0798148f2aa97d218,721,1,42285021,2
33e8d472a6c044aa99484d7b,916,1,35082340,2
33e8f1eb929b43d2bd280cce,103,2,47017835,3
33ea5dbc3bd24628bdf11550,1008,1,39055913,2
33ea95433d23474080983431,1208,1,46580859,2
33eaa36be5b54df3832d5c28,322,1,50657622,2
33eb0f09460841e0ad38da4c,1462,1,6509914,1
33eb81bf034042dca1e98ca4,476,1,48995895,2
33ec54e6951e4610a0a20e2a,330,1,9117198,1
33ecfd60ffde4f1bb9ee55bb,611,1,60374131,2
33ee8d7eaa9b460982b67828,46,3,201191505,0
33eebb85c6c04c1d98287923,435,1,21584722,1
33ef4f55e1a14498bb07b70e,8,1,37657091,4
33efc125b39348e196502c1d,253,1,3809470,1
33f1ac02384a4a8a95fdd1f5,668,1,21536376,1
33f1b93aad15439d82019e64,243,1,39059964,2
33f43b82ed7a4623a1d8d623,565,1,19533788,1
33f50da2257b43cbb849fa8a,100,1,18637212,4
33f63d68612e41c79ed81e73,1199,1,5676205,1
33f904ba44c34fb3a20db3d2,66,1,47967579,4
33fbeb0d4e784766a62cdb6c,1137,1,24027667,2
33fe617ee48143948c3bb472,660,1,24365356,2
33febc33a5e04ee88bb01185,1644,1,48701915,2
33ff2202e0ab4515b81b6958,544,1,37552525,2
33ff24cf8a684ac794efce3e,831,1,42710368,2
33ffae6b88a74783990eb190,241,3,96209694,0
34002c04792841a7b3043bfa,4,3,175285157,0
3400bb2e5fae442ebdd5eb3f,493,1,15031943,1
340133a078b4442da5b4f009,644,1,58477867,2
34019147fc8c48a7b1f10025,110,2,85611949,3
3402c1b366b442899ac1e0c1,63,2,63575207,3
3404e88f537e4887bf5dafa5,226,1,54747457,2
34057206f0d74dba9033132a,120,2,58051489,3
3405fc6937334dadb5ebae08,932,1,124627816,2
34063d336ca84d47aa3129b2,1036,1,25795380,2
3406a094464d415fb94ce5c9,325,1,9117549,1
34070e9297b64a96aedd280b,187,1,9978166,1
3407a9e9dad14eb69d20915b,285,1,12729938,1
3408be74c6bc4ce594e12293,721,1,9894044,1
3409b35d1ff14ff69c5845b6,1407,1,60321859,2
340a3e193ca640ffa3e0ebc7,282,1,22624946,1
340a5359fcf54998a774d244,945,1,44418697,2
340b134b51a74c38ae787269,175,1,7487586,1
340cbf9000ea487fa244faf4,962,1,40354399,2
340e666a5c5844948861dc29,228,5,253635516,0
340ea9088c9e48faaacca842,258,1,26797047,2
341004d737d04c738506a682,30,1,54468762,4
3410a4c04ad142e7a6e61618,133,1,54729073,4
3410b737026d45eb98796e21,1181,1,218098679,2
3410d53b6b25436bb8d41a37,1052,1,38809336,2
3411bd34de534c68b1398783,705,1,6853160,1
3413deec597d4551ad8c0933,910,1,21712017,1
3413e1e1ee3c4f5683503cd9,54,1,21548201,4
34145d96bf564b9fabcc2cd8,376,1,37530744,2
341487bc8b59444f8e7dfc2d,225,1,5829373,1
3415364912264a6eba7c6a95,242,1,13716548,1
3415a0763f39416ca34651b0,569,1,12254204,1
34167072bffd4d079304d064,56,1,62379480,4
3418c68c71be4cafa38a2820,41,4,254752677,0
341ae738c45241f18ba15b11,232,1,37212571,2
341cd975f3ad48d1a4d82e0e,691,1,48350679,2
341d44b26618460dbfcaa87c,408,1,4471113,1
341ee13f213b4421abe4675e,535,1,33052422,2
342045bab4104d2e95e36031,822,1,33584688,2
3421a9d265bf4cfab1873f6b,81,2,54011307,3
3422f10f54b14821b7215559,497,1,40305884,2
34236bfeaf22409eb2aee23b,761,1,55074756,2
3424459f3ed9463bb2ffd62d,28,1,11205880,4
34245dd077bd40baa4b5193f,19,3,97091629,0
34258d8fffad43038b384e30,785,1,28789754,2
3427aa41444a42eb8446a547,855,1,47502279,2
3428d7c6cc2f499aace7d7c0,1595,1,62756158,2
342a20ebd4494c40aef7bd4f,181,1,40755912,2
342ab6af145b4a78bea9f6f2,498,1,47936182,2
342abc4d3bd54551881c2052,1349,1,74622018,2
342d9c7463f04326aa28baca,1184,1,56223021,2
34322c009a774fdc84375f46,160,3,112485742,0
3436ae0df8f6497eb94957fc,98,1,2771792,1
34379b12a027479a9ff32a19,329,1,58272377,2
3437f28575a5491998129884,1212,1,10418736,1
3438147d8ab14f7fa3ef8f1e,940,1,47824938,2
3438cb3ae75d48738bca1928,73,4,156789027,0
343a1eba8b854c18b4f458bb,164,1,32073919,4
343aa021f4ec4e5c93fd14ee,162,3,102025797,0
343ac37763f74f1eb07ea856,98,3,80509848,0
343b2b7d44454b8ea7f351f1,12,1,56501400,4
3440d0fc04114d9591ed83e6,245,1,23164969,1
34418a85270e451ba17358fb,826,1,31394584,2
3441c004d2804ccdb09cdf5f,400,2,71117207,3
34437d250b1049a2b3676d0c,245,1,32802742,2
34470522874f4594b97ad50b,2,2,52884781,3
344850d2a66946cba6867815,1,1,15296267,4
3449c261fd3845d2ad58b1ed,21,1,36374517,4
3449feee239e4ea2a3df91b0,1081,1,4430349,1
344aa06fbfcf4fa0a1345e80,985,1,33213362,2
344b363fcdef46ca81724974,875,1,51816620,2
344dcc16208f43bf86a4d8eb,324,1,13527723,1
3450b2fd420b4e8991910bb6,621,1,17438006,1
345248c4d65c402db017fe9c,131,1,31516985,4
345519c70ce8426681d535fd,1491,1,16663457,1
34551fbca3c4466d98566a05,181,1,143710837,2
34579167336b44a4a8ddddea,233,1,5492387,1
345ba93c46984b658032e192,977,1,28089236,2
345c65a392d24e9a957d369f,517,2,41274905,3
345c7d87a927401fb86e7e88,926,1,21015498,1
345e589f47f44930b79f9253,770,1,62715695,2
346039d8571547b3b95bc3ec,31,2,43881128,3
346127b00c9d41f4a6bbafdc,165,1,28066735,4
346229026e664cc5a292d7c2,1572,1,47280357,2
34627c791aab4804a9bf75ea,385,1,57635283,2
3464cae0edc246bf82c1711c,521,1,46912097,2
3465aef1fe164424b8edd8b4,1200,1,101038168,2
3465c23d415a46fd82bd20e7,513,1,50316149,2
34662eccb78b4449ac17eb55,1126,1,85157757,2
346761a904c04d4596df6836,1479,1,9056899,1
346adf71a27946489d9d900c,146,1,46810133,4
346bc445fac04cf78ae97803,1090,1,46890433,2
3470a677540d465b9aca8093,1111,1,47806027,2
34719cc4263f4b16bb2da46e,82,1,9841515,4
34726ca7c360401496a659bf,176,1,53733869,2
347426913c6f4c34a8b748dd,117,1,7054597,1
34748a71aa69429fa9cd139c,124,3,167439461,0
34759895718a4713905c39ff,434,1,37056017,2
3475ade819e44ea78b5faccd,139,1,52345347,4
3475bd5e8f6e46eda8632f89,162,1,25926781,4
3476f8aec2774ef4bd76cbe1,410,1,12322533,1
34778b5b11cd42cf9b13db14,1126,1,189031942,2
347b1285c85e4e7799a94556,102,3,339281905,0
347f5e8fe5d24e5e8f87e6ea,839,1,25711358,2
34801833284d427381f36539,76,1,24148431,4
348078b36f6949d5859f1210,18,3,81381565,0
34807ea74b664e00893d9bab,1474,1,40680535,2
3480aa28eee346cb95d4cffd,109,1,9508598,1
348328c36f664d978591e70c,738,1,21880100,1
3483831c9d734b89847fd014,119,1,5676453,1
348411e7960e43dba44589b5,79,1,58875969,4
34841980f5cd4723ad5c8d0f,1183,1,50278677,2
3484c48876034dd5ad336721,133,1,61381594,4
3484d72e794c4218913e3d93,88,4,165035682,0
3485dfa56b6a4bb2b7464e9b,39,1,48668332,4
3486817516474954bc972e99,792,1,4193535,1
348689873a574d93a025ced6,111,1,201011659,2
3486f0f490e5473696cd3768,1177,1,47406399,2
348793738dc24e4eb7bb00ef,3,4,129824122,0
348794a499a94b24895b28b3,1646,1,10105307,1
3487977ba6f14553a10ff975,1318,1,24144274,2
34880a52faed41f5af945497,151,3,77713212,0
348c1f60099444c987ef6ca8,625,1,27647030,2
348cce7f84824b1b84f9852e,1485,1,31434993,2
348ff9cf9e854ab0a60e853f,366,1,33826512,2
34904897a2034ad99d638739,616,1,8353057,1
349123b3cdf44724a8577210,109,4,67603091,0
349196bcc8494799a7170bd9,100,1,10571096,1
3491ec36d5b044228fe556c2,531,1,13501584,1
34933f25488247699faf392a,176,1,53088764,2
34945e1560094e6089ab9a99,891,1,61650643,2
3495bf4d100c4415a4c0c90a,498,1,43915838,2
3497ad291c1140d799dde562,257,1,48649412,2
349b5c65c3c9473eae1dfee2,537,1,46734480,2
349c57dc8e4644b5b40bf2d6,668,1,16157578,1
349d2927b954475bb5e96296,74,1,111246117,4
349d6f9e41724c2b9ddc6b0e,432,1,14908801,1
34a0292592a34245bcf2c554,4,2,108295196,3
34a1231203844d3380bc3d96,893,1,39344709,2
34a388d7032c412c9f17f776,996,1,32351709,2
34a4287a0b614e98812ed825,1082,1,46159395,2
34a4583d82f54ab588e44bd1,391,2,71032100,3
34a4f92974334d0fb41abc06,1465,1,23944705,2
34a5d1ff503b4dd1a82057c4,1081,1,10727366,1
34a748f55c4143b3b86e14a7,119,1,44884013,4
34a7c3c9b40b4bfbae5ae1ff,192,1,53928699,2
34a7ff094ecc464bbffc1101,98,1,38532441,4
34a81663c6854df3994d44de,590,1,55213261,2
34a82aa05895430abcf0a604,734,1,9465657,1
34ae6a9cc2c744dea6f70f81,1132,1,32744125,2
34ae8835f73d4ce19972d255,767,1,13955546,1
34aedf97954c4bac80e53384,1629,1,8827492,1
34af0b454c5a4e06a517dd66,801,1,84832412,2
34af768ce30e4b918ddbbc97,674,1,54486823,2
34b263d77fe94cf7b8edf2be,532,1,43163866,2
34b401c958d848e19ad1c4b6,461,1,12956127,1
34b43c7e042e4cec94414024,1417,1,45675038,2
34b4c03239fb44be9d76423d,761,1,6935521,1
34b565bde22e42b6b5bd2de2,4,2,75066755,3
34b5aa00958f4a8091ab1b42,11,1,139004106,4
34b6f93f4a1f42968b0d3771,91,2,52870228,3
34b8b127609d4ce2b4213963,886,1,93983495,2
34b9787b65da4243b529ed4b,563,1,34326917,2
34becda3e1a44deab74c8e2b,399,1,33764390,2
34bfcdc7c30d4964b937dcd7,1159,1,28552110,2
34c0b99664444a5992a4ee1f,384,2,86257942,3
34c2707ac63d4b4798d862a4,78,2,85902192,3
34c2ce5a64a0427c9e539cf2,1522,1,38221155,2
34c4516d95f646ef8e86dd91,1520,1,57653643,2
34c6131859bf4eb984b44b5a,381,2,73733017,3
34c7b8ac6dbf45cebb8192a4,637,2,210237868,3
34c83c19417943c9976cf32c,285,1,31967559,2
34cb34bbb48f44ddae85b1ac,320,2,88923062,3
34cb71347ff443adbe4d1b22,526,2,281761440,3
34cc9adb711245a083560dbc,405,1,116170267,2
34cf7177c0d849bc9b884540,346,1,33626983,2
34cfd006059e4f578035cec3,732,1,4674399,1
34cff128e17c4f63b15778cb,1315,1,17935890,1
34d0c8ec90d64cb08d99e86c,1301,1,27455064,2
34d1734ce67849c9a8785f8e,105,3,104858557,0
34d1850a99aa4a1585a5a44f,92,2,71603245,3
34d198c5254142af914e7d70,571,1,24004109,2
34d384ca1db5431094d55dea,745,1,14763957,1
34d3a960e6f04d8a87c48de3,904,1,41946898,2
34d4d78b6b7a49aa9deefac8,116,1,63785423,4
34d6c48f8b354be69cf247b1,388,1,24889315,2
34d966c424184faeba4b9d4c,76,2,106153359,3
34d99276c2f74049a4548398,1121,1,4035209,1
34daa1af39d5420ea67f86f8,675,1,31766004,2
34db1cec41f843a6acd0df2d,302,1,156726816,2
34db520e9be84e92844662e3,266,1,63040973,2
34dbd3006c894fd7961f0224,368,1,11162666,1
34dc1ba4355946a28a5f346e,766,1,7780048,1
34dcc96cfcbc46e4adfbcec8,615,1,36671630,2
34de832eaf8742acad00c488,60,1,106902404,4
34defbe2f6854739a140092b,144,1,41766630,4
34df0dde20c0452a9c181c06,524,1,60004332,2
34e15c314b4b48a6abb4e79b,23,1,14182807,4
34e379a7291b4124b54991bc,312,1,40898017,2
34e3e674381045f6a82ae32c,56,1,63482321,4
34e46e3a38a1480d8a87e07e,485,1,31926476,2
34e4d340316f4f2e897ab292,8,1,36202463,4
34e5bbccd9a441e19eeda2c4,631,1,93076942,2
34e67e383a194ceb985bc0ea,155,1,46851561,4
34e8ea25b8b7495d9c046cc6,222,3,27004486,3
34ea3859ae4a498fa946400a,502,1,33267331,2
34eada64ec994be9b3a5a913,1413,1,43147245,2
34ec3567879f43f5b319a6c7,245,1,15156034,1
34ec5f5878264cdfa7e5b8bc,1076,1,60514240,2
34eeb3c25fc944eba3006f4e,1494,1,55860094,2
34efdf411ad04413ae63bee8,707,1,3905491,1
34f09d2fa632442a8b2a965d,125,1,10759937,1
34f51be343df4103bd3f6ff7,755,1,20840016,1
34f5da106263450cad5f4a2d,242,1,51342772,2
34f6eafa6c25441589100d11,1,1,78203984,4
34f8733f995b4934a2b364dd,62,1,35646065,4
34f97b4eba584155b33add8f,79,1,53569722,4
34f9f8d0466b448d98de8bd9,63,1,51303919,4
34fb0594462f4157bd7fe979,953,1,57966593,2
34fc12548b014061a0996591,371,1,29614798,2
34fc66b3a1a8487d84aa3a5d,66,2,68403694,3
34fcf2de08304b5fa1e88a40,224,1,13908982,1
34ff8f98fd64495e9a09cb21,460,2,78231812,3
3500c83513d04b658d9f49bc,676,1,32177240,2
3501cf6762df4a1b8d61295b,890,1,2576785,1
3505074db24c4cc8875973b4,418,1,43520062,2
35072bcd0d6144dc8501e2c5,332,1,40173690,2
350aee9c7c1e42bba830bd3e,777,1,12748091,1
350c48d13a1d4725bf322e98,150,1,11137996,1
350cf29f049c4cc1bdd43918,53,1,41300588,4
350e8b9336c64fc28523e528,598,1,22267443,1
3511ec6a548a4799a7b580b7,510,1,46054941,2
351435fb13ea452f85101eee,3,1,25307231,4
3515757cfc83406a954479de,92,4,155905878,0
35180b24009e4a24804037f9,259,1,39353093,2
351855c1bb4e425dbeb92fba,764,1,16543673,1
3519697331e24372a61dd938,622,1,17751581,1
351f375d0d754b5cad049a1b,661,1,38763416,2
351f62569b14451a87addeab,834,1,22763701,2
3527fdce99e045cf9a38487d,210,1,42121401,2
352823a2f5724db98ff5bda0,373,1,33604429,2
35287dcf8362453583fe0af3,1070,1,32840267,2
352a3602dbf84a7ea193c7bc,94,1,41489662,4
352a5309faef47c0a389cf9b,862,2,46245534,3
352ad79f7b0b4b619de6d305,492,1,33469869,2
352b48f452334d2fbd414041,803,1,15197934,1
352ba32f69224211839111f9,219,3,65637999,0
352bf1dcf128459abdee9189,126,3,92313310,0
352e70425cd34db3a5fbdfab,938,1,49655229,2
352f3e8b7880445d9355baab,44,1,46912147,4
352ffb9569474f4dab8ea707,659,1,141157639,2
353001961e094d8782702cbc,286,1,5933474,1
35306df9ae0b4f83bcef268f,273,1,37778605,2
3530ff9192414b36b4d660d5,1551,1,9604043,1
35328adb89634732ab016bec,24,5,160093356,0
3532b155b3c84d05aa4b2e3a,787,1,64407083,2
35339409c3c6457796b1e38b,234,1,31971728,2
35339701f6fc4102b36c371c,1426,1,41254295,2
35349a0fbd4145c6a2180999,147,1,41099190,4
35372ff8387c44329cb8dda5,44,3,106918715,0
353924651df54d3aadfecc2e,1287,1,39294165,2
3539e5aed1af44a7bea60a4d,1004,1,4268209,1
353b4b10a7a1484d941a96a3,501,1,30654228,2
353dc5ccbd4f468baa9b6926,55,1,41727644,4
353de75e59d449f09ede90a7,431,1,8023742,1
3544289c0c424fbc8aba3e1a,322,1,13205694,1
3547055cecc543c48f76483a,1495,1,62379480,2
35484fe5da8b4484a99888c3,21,1,21405621,4
3548e8551e174b9798730a47,475,2,89357671,3
354b746f1c444496880c36c9,395,1,22923401,2
354e89546be4432e80902ce5,365,1,139295687,2
354f3945c2554ce080a5f77c,282,1,40032477,2
354fc29b232e46b7a834cd61,53,1,6136688,4
354ffc4dbd3b4123890ab7a8,1002,1,28729658,2
3553896b614849f8a77d10c9,322,1,64478822,2
3553dd1cc64242efad838efc,42,1,9310530,4
3555c45323834d158f6ff438,1022,1,8631294,1
35573d918e884ec8b4a1a138,158,1,47360960,4
3558e72ddfa44ade9a93f6db,61,3,58929493,0
355b140f7ec0453d8e098a37,1610,1,6610986,1
355bb57d77f0461cbc30a753,801,1,16993751,1
355c14e23dfd47d0b4bf08d9,204,1,51503365,2
355c7fbf6052403c8b0414d4,409,2,114175020,3
355e0834ead04549b1cb2f60,401,1,3496462,1
3560740fc52042409305b584,229,1,26123000,2
35621a2d992143008d8a94d4,334,1,23815655,2
3562230a84ab4e35b6acb570,454,1,23529647,2
3562920b6fe74e9fb50f3da0,55,3,75633692,0
35635f23d7164283bfa44f5f,751,1,39301392,2
3563a2e06153434895c4f29c,151,4,159064470,0
3565f09fdc7f484a8ba870bd,1268,1,14462124,1
356618adf3e24185bd8d0d61,138,1,20349989,4
356813dc9ab34e39aa6a31ce,1622,1,64212026,2
356831b5759441028f373e96,1449,1,23849810,2
356876bb4655434f82b5761f,113,1,61524854,4
356a4ee870a84d2b91ed2a11,120,1,10841260,1
356aa11fd921408fb4d2ec39,873,1,34446913,2
356b35da9f73459dbb92293e,224,1,11487686,1
356bd68496f54c50ad372dc8,893,1,57362143,2
356bea14ee314e3aa479d15d,801,1,35835180,2
